slug,score,in_gd4h
waterrower,0.5156548618944665,False
environnement-trame-bleue-corridors-ecologiques-grand-poitiers-donnees-metiers,0.42204106700811717,False
continuite-ecologique-regionale-cer-cours-eau-l-fr32-corridors-de-la-trame-bleue-sraddet-hauts-de-france-2020,0.4149805269539037,False
dependances-bleues,0.41251048476589086,False
environnement-trame-bleue-reservoirs-ecologiques-surfaces-grand-poitiers-donnees-metiers,0.3926500452926667,False
environnement-trame-bleue-reservoirs-ecologiques-lignes-grand-poitiers-donnees-metiers,0.3878049436527236,False
prelevement-eau-potable-cenon,0.3747558597092617,False
prelevement-eau-potable-cenon-1,0.3747558597092617,False
cours-deau-trames-vertes-et-bleues-locales,0.37009716550642974,False
environnement-trame-verte-reservoirs-ecologiques-grand-poitiers-donnees-metiers,0.36461861218676683,False
environnement-trame-verte-corridors-ecologiques-grand-poitiers-donnees-metiers,0.36369578984663475,False
prix-de-leau,0.3547723601484187,False
cours-deau-de-la-trame-verte-et-bleue-regionale-schema-regional-de-coherence-ecologique-de-bretagne,0.35261905511135283,False
cours-deau-de-la-trame-verte-et-bleue-regionale-schema-regional-de-coherence-ecologique-de-bretagne-1,0.35261905511135283,False
cours-deau-mayotte-2013-bd-carthage,0.35047780837382697,True
volumes-eau-brute-cors,0.35036313096151595,False
schema-regional-de-coherence-ecologique-trame-bleue-cours-deau-surface,0.3499855009194072,False
cours-deau-reunion-2012-bd-carthage,0.34824680237394523,True
ouvrages-hydrauliques-secondaires-presents-sur-les-canaux-appartenant-a-la-region-bretagne,0.3482173396678246,False
cours-deau-guadeloupe-2009-bd-carthage,0.3465608538051608,True
cours-deau-martinique-2004-bd-carthage,0.3448819342310279,True
cours-deau-guyane-2015-bd-carthage,0.34485456601730036,True
plans-deau-mayotte-2013-bd-carthage,0.3421041443110492,True
paot-hydromorphologie-enjeux-en-bretagne,0.3404975942149039,False
hydrographie-eth,0.3402318151855455,True
environnement-trame-verte-corridors-ecologiques-pas-japonais-grand-poitiers-donnees-metiers,0.3395086774543709,False
plans-deau-reunion-2012-bd-carthage,0.33935657495374394,True
schema-regional-de-coherence-ecologique-trame-bleue-zones-humides-surface,0.3368731395155031,False
cours-deau-metropole-2017-bd-carthage,0.3352689169927195,True
rapportage-directive-cadre-sur-leau-2010-syntheses-sur-les-pressions-et-impacts-par-bassin-dce,0.3349744761148001,True
ouvrages-hydrauliques-lies-aux-conduites-dalimentation-des-voies-navigables-appartenant-a-la-region-bretagne,0.33467713019421075,False
